Species,TotalMiss
EB_0a ,9.358594
EB_103 ,18.237845
EB_109 ,15.818306
EB_110 ,5.797763
EB_131 ,46.975576
EB_132 ,26.318192
EB_137 ,54.850491
EB_138 ,12.006391
EB_14 ,1.301073
EB_140 ,35.106140
EB_141 ,29.719242
EB_147 ,3.834741
EB_151 ,1.871719
EB_18 ,6.414061
EB_19 ,10.043369
EB_2 ,12.166172
EB_20 ,15.681351
EB_21 ,23.784524
EB_23 ,30.929012
EB_29 ,44.898425
EB_32 ,1.803241
EB_33 ,10.066195
EB_34 ,14.334627
EB_39 ,9.472723
EB_42 ,21.182378
EB_43 ,2.716275
EB_44 ,2.898882
EB_45 ,3.241269
EB_46 ,11.481397
EB_47 ,1.118466
EB_48 ,0.890208
EB_49 ,10.317279
EB_50 ,9.837937
EB_52 ,13.992239
EB_54 ,19.858480
EB_59 ,3.218443
EB_60 ,24.651906
EB_61 ,7.852089
EB_62 ,3.469528
EB_63 ,12.052043
EB_65 ,35.151792
EB_67 ,12.965076
EB_69 ,44.099521
EB_70 ,1.369550
EB_71 ,1.917370
EB_73 ,11.664004
EB_75 ,15.179183
EB_76 ,2.282584
EB_78 ,1.118466
EB_80 ,0.159781
EB_83 ,0.502168
EB_87 ,1.164118
EB_x002 ,0.981511
EB_x187 ,3.264095
EB_x229 ,1.369550
EB_x230 ,4.793426
EB_x287 ,11.047706
T_1185 ,11.686829
T_1194 ,9.495549
T_1195 ,11.800959
T_1198 ,1.164118
T_1199 ,5.843415
T_1200 ,11.298790
T_1201 ,12.143346
EB_128 ,1.049989
EB_134 ,39.511527
EB_145 ,9.358594
EB_16 ,5.934718
EB_51 ,77.242639
EB_53 ,6.482538
EB_55 ,18.785665
EB_57 ,41.200639
EB_79 ,2.784752
EB_82 ,1.301073
EB_x045 ,0.844556
EB_x140 ,3.423876
EB_x254 ,27.916001
T_426 ,1.506505
EB_129 ,29.810546
EB_25 ,34.444191
EB_35 ,31.248573
EB_37 ,22.049760
EB_142 ,52.682036
T_1157 ,63.592787
T_1160 ,73.590504
EB_143 ,38.050673
EB_136 ,51.586396
EB_144 ,69.687286
EB_66 ,26.432321
EB_119 ,71.992696
T_1186 ,46.404930
EB_133 ,68.842730
EB_126 ,94.247889
EB_113 ,72.175302
EB_117 ,55.854828
EB_121 ,46.450582
EB_122 ,51.860306
EB_112 ,66.514494
EB_114 ,100
EB_135 ,94.750057
