Species,TotalMiss
EB_0a ,29.229050
EB_103 ,20.674860
EB_109 ,18.829050
EB_110 ,11.012291
EB_131 ,49.556425
EB_132 ,36.540782
EB_137 ,55.387709
EB_138 ,21.909497
EB_14 ,7.805587
EB_140 ,43.330726
EB_141 ,42.083799
EB_147 ,8.221229
EB_151 ,14.379888
EB_18 ,19.736313
EB_19 ,14.972067
EB_2 ,11.243575
EB_20 ,39.144134
EB_21 ,36.648045
EB_23 ,38.907263
EB_29 ,48.022346
EB_32 ,10.737430
EB_33 ,17.280447
EB_34 ,25.503911
EB_39 ,11.206704
EB_42 ,29.125140
EB_43 ,13.354190
EB_44 ,15.029050
EB_45 ,8.974302
EB_46 ,15.205587
EB_47 ,7.739665
EB_48 ,10.556425
EB_49 ,8.724022
EB_50 ,13.878212
EB_52 ,16.018994
EB_54 ,28.297207
EB_59 ,21.941899
EB_60 ,35.329609
EB_61 ,22.964246
EB_62 ,18.486034
EB_63 ,46.140782
EB_65 ,44.301676
EB_67 ,19.205587
EB_69 ,36.286034
EB_70 ,14.510615
EB_71 ,18.576536
EB_73 ,16.762011
EB_75 ,17.458101
EB_76 ,8.545251
EB_78 ,13.827933
EB_80 ,8.925140
EB_83 ,6.079330
EB_87 ,9.069274
EB_x002 ,12.192179
EB_x187 ,5.070391
EB_x229 ,5.737430
EB_x230 ,20.550838
EB_x287 ,9.435754
T_1185 ,14.661453
T_1194 ,25.317318
T_1195 ,16.558659
T_1198 ,17.393296
T_1199 ,16.301676
T_1200 ,17.611173
T_1201 ,24.117318
EB_128 ,17.634637
EB_134 ,56.253631
EB_145 ,23.834637
EB_16 ,12.675978
EB_51 ,80.462570
EB_53 ,22.338547
EB_55 ,41.600000
EB_57 ,63.764246
EB_79 ,6.218994
EB_82 ,6.146369
EB_x045 ,3.479330
EB_x140 ,4.603352
EB_x254 ,45.213408
T_426 ,27.018994
EB_129 ,37.301676
EB_25 ,60.195531
EB_35 ,62.538547
EB_37 ,18.513966
EB_142 ,60.109497
T_1157 ,60.869274
T_1160 ,66.449162
EB_143 ,50.719553
EB_136 ,68.589944
EB_144 ,64.916201
EB_66 ,50.910615
EB_119 ,92.284916
T_1186 ,78.926257
EB_133 ,81.920670
EB_126 ,97.881564
EB_113 ,91.696089
EB_117 ,90.782123
EB_121 ,82.867039
EB_122 ,88.364246
EB_112 ,91.378771
EB_114 ,98.029050
EB_135 ,98.112849
