Species,PercOfMiss,FirstNode,SecondNode,ThirdNode
Opius_sp5_USNMENT01322595,15.182435,88,96,100
Orgilus_sp1_USNMENT01322598,15.170142,85,100,100
Tetrabaeus_sp_USNMENT01197878,15.02262,100,100,100
Brachymeria_sp_USNMENT01322177,15.015244,100,100,99
Aphanogmus_bicolor_PSUC_FEM13632,14.948859,100,100,100
Vanhornia_eucnemidarum_EX498,14.9464,100,100,100
Sigalphus_sp1_USNMENT01322498,14.85297,100,100,100
Phytodietus_pleuralis_BS_UCE_Ich315,14.798879,100,100,99
Diplolepis_bicolor_USNMENT01322275,14.779209,86,100,100
Triclistus_crassus_BS_UCE_Ich334B,14.744788,100,100,99
Callihormius_bifasciatus_USNMENT01322486,14.732494,99,100,99
Agapostemon_tyleri_BND222,14.658733,100,100,100
Eiphosoma_sp_BS_UCE_Ich190,14.658733,100,100,100
Acanthochalcis_nigricans_USNMENT01322190,14.648899,99,100,94
Eusandalum_sp_USNMENT01322070,14.631688,98,82,43
Polistes_poeyi_EX399,14.599725,100,100,100
Entomacis_sp_EX486,14.597266,100,100,100
Meganomia_binghami_BND1026,14.548092,100,100,100
Centistes_sp1_USNMENT01322439,14.53334,100,100,100
Gnypetomorpha_sp_BS_UCE_Ich166,14.486625,100,100,100
Chlorocryptus_purpuratus_BS_UCE_Ich020,14.479249,100,100,100
Melalophacharops_sp_BS_UCE_Ich449,14.45712,100,100,100
Aphanogmus_steinitzi_PSUC_FEM17568,14.452203,100,100,100
Arotes_melleus_BS_UCE_Ich301,14.43991,100,99,99
Aspicera_hartigi_USNMENT01322148,14.373525,100,100,100
Syntretus_sp1_USNMENT01322572,14.267801,55,98,100
Hormius_sp2_USNMENT01322578,14.211251,86,100,100
Nesolinoceras_laluzbrillante_BS_UCE_Ich009,14.162077,100,100,100
Dolopsidea_carinata_USNMENT01322605,14.149784,100,99,100
Diastrophus_turgidus_USNMENT01322311,14.103068,100,100,100
Pepsis_grossa_EX437,14.08094,100,100,100
Ericrocis_lata_BND1100,14.078482,100,100,100
Acerophagus_sp1_USNMENT01231200,14.041601,100,100,100
Evania_albofacialis_PSUC_FEM188504,14.021932,100,100,100
Neanastatus_sp_JRAS07313_0489,14.019473,77,98,82
Nealiolus_sp1_USNMENT01322551,13.940795,100,100,100
Macrophya_trisyllaba_USNMENT01322226,13.935877,100,100,100
Zaglyptus_varipes_BS_UCE_Ich349,13.908832,100,100,97
Disholcaspis_quercusmamma_EX579,13.85474,90,100,98
Yelicones_delicatus_USNMENT01322497,13.835071,100,100,99
Coiba_jeffersoni_USNMENT01322487,13.810484,100,99,100
Coelinius_robinae_USNMENT01322424,13.783438,100,100,100
Taeniogonalos_gundlachii_USNMENT01339670,13.776062,100,100,100
Afroserphus_masneri_USNMENT00896672,13.74164,100,100,100
Pleistodontes_sp1_JRAS00997_0189,13.726888,100,100,91
Thrinax_dubitata_USNMENT01322221,13.699843,100,100,100
Trissolcus_sp_USNMENT01223831,13.677714,100,100,100
Mischocyttarus_mexicanus_EX398,13.675256,100,100,100
Tachysphex_alayoi_EX402,13.638375,100,100,100
Pimpla_aequalis_BS_UCE_Ich198,13.606412,100,100,98
Torymus_sp_USNMENT01322178,13.603954,100,100,100
Trichoplasta_sp1_USNMENT01339635,13.530193,100,100,100
Praon_sp1_USNMENT01322430,13.525275,100,100,100
Goniozus_sp1_EX555,13.510523,100,92,87
Holophleps_sp_PSUC_FEM146688,13.508065,100,100,100
Rhaconotus_fasciatus_USNMENT01322492,13.449056,99,100,100
Protoxaea_gloriosa_BND217,13.399882,100,100,100
Thrinchostoma_perineti_BND1247,13.390047,100,100,100
Zelostemma_sp_USNMENT01109896,13.38513,85,94,94
Liojoppa_aff_centralis_BS_UCE_Ich296,13.321204,95,96,100
Trybliographa_sp_USNMENT00877722,13.289241,100,100,80
Plenoculus_cockerelli_BND809,13.262195,100,100,100
Coelinius_sp1_USNMENT01322508,13.254819,100,100,100
Bolivar_ornaticornis_USNMENT01322438,13.060582,100,100,100
Sapyga_sp_EX466,13.058124,100,100,100
Halticoptera_patellana_JRAS01314_1701,13.038454,100,100,100
Triraphis_discoideus_USNMENT01322496,12.994197,100,100,100
Micrevania_DERV064_PSUC_FEM188505,12.98928,100,100,100
Phaenocarpa_sp2_USNMENT01322542,12.986821,100,100,97
Odontobracon_montanus_USNMENT01322564,12.974528,100,100,100
Herbertia_sp_JRAS07575_0189,12.87618,100,99,100
Dasymutilla_sackenii_EX569,12.858969,100,100,100
Hidryta_fusiventris_C0492,12.846676,100,99,98
Chalcis_barbara_USNMENT01322189,12.827006,79,79,100
Aliolus_spA_USNMENT01322550,12.817172,100,100,100
Metaclisis_sp_USNMENT01197956,12.785208,100,100,100
Megarhyssa_atrata_BS_UCE_Ich310,12.677026,100,96,97
Chelonus_Microchelonus_sp1_USNMENT01322561,12.603265,100,100,99
Ephedrus_sp45_USNMENT01322429,12.485248,100,100,100
Neosycophila_sp_JRAS06679_0289,12.458202,100,100,78
Cleonymus_sp_JRAS07458_0689,12.448367,95,91,90
Polyblastus_sp_BS_UCE_Ich488,12.440991,100,100,100
Cinetus_sp_USNMENT01322342,12.438533,82,100,100
Helorus_ruficornis_USNMENT0653897,12.413946,100,100,100
Plebeina_hildebrandti_BND992,12.389359,100,100,100
Heterospilus_sp18_USNMENT01322563,12.384441,100,99,100
Gnamptodon_sp1_USNMENT01322440,12.367231,100,100,99
Taxonus_pallipes_USNMENT01322231,12.352478,100,100,100
Philotrypesis_sp_JRAS05463_0289,12.335268,100,100,100
Paracharactus_rudis_USNMENT01322222,12.320515,100,100,100
Eulaema_meriana_ML179,12.295928,100,100,100
Venturia_sp_BS_UCE_Ich450,12.283635,75,100,99
Aporus_niger_HPG6,12.256589,99,100,100
Polemochartus_liparae_USNMENT01322615,12.254131,100,100,100
Eurytoma_sp1_USNMENT01322063,12.23692,100,100,100
Biosteres_spinaciae_USNMENT01322591,12.224626,100,100,100
Lagium_atroviolaceum_USNMENT01322219,12.219709,100,100,100
Stantonia_sp30_USNMENT01322481,12.219709,85,100,100
Odonteucoila_sp1_USNMENT01339643,12.21725,100,100,100
Mansa_sp_BS_UCE_Ich105,12.133655,100,100,100
Oncophanes_sp_USNMENT01322606,12.069729,100,100,100
Vespa_sp_EX578,12.064811,100,100,100
Eupelmus_linearis_JRAS07601_0289,12.018096,100,43,43
Courtella_hladikae_JRAS01934_0189,12.000885,100,100,100
Lelaps_sp_USNMENT01322099,11.959087,100,77,98
Phaenoglyphis_sp1_USNMENT01339640,11.927124,100,49,61
Pristocerus_sp1_EX552,11.80419,100,100,92
Promuscidea_sp_JRAS07754_0101,11.80419,100,28,73
Steffanolampus_sp_USNMENT01322084,11.786979,100,100,100
Evaniella_semaeoda_USNMENT01322217,11.767309,100,100,100
Otitesella_ako_JRAS02384_0398,11.74764,100,100,100
Clytina_giraudi_JRAS07820_0189,11.641916,100,100,93
Gasteruption_assectator_USNMENT01322227,11.605035,100,100,100
Epyris_sp1_EX562,11.602577,100,100,92
Lonchidia_sp1_USNMENT01339616,11.474725,100,100,100
Cedria_paradoxa_USNMENT01322582,11.472266,100,99,100
Macrocentrus_spA_USNMENT01322585,11.386212,100,100,100
Cea_pulicaris_JRAS07600_0189,11.346873,95,91,90
Onycholyda_luteicornis_USNMENT01339624,11.243607,100,100,100
Sarothrus_sp2_USNMENT01339611,11.049371,100,100,61
Euceroptres_montanus_USNMENT01322161,11.041994,98,52,100
Bephratoides_sp1_USNMENT01322049,11.027242,98,100,99
Elasmosoma_sp1_USNMENT01322574,11.024784,98,100,100
Parancistrocerus_bacu_EX401,11.024784,100,100,100
Metapolybia_cingulata_HPG10,11.000197,100,100,100
Euryischomyia_sp_ANIC00102_0189,10.978068,100,28,73
Stenomacrus_sp_BS_UCE_Ich499,10.965775,100,100,27
Figites_sp_USNMENT01322163,10.874803,100,100,100
Isocolcus_scabiosae_USNMENT01322273,10.798584,100,100,100
Rileya_grisselli_USNMENT01339595,10.796125,100,100,100
Spliopteron_occiputale_BS_UCE_Ich313,10.74941,100,99,99
Conostigmus_abdominalis_PSUC_FEM17567,10.737116,100,100,100
Conostigmus_fasciatipennis_NCSU43309,10.685484,100,100,100
Monacon_sp_JRAS07775_189,10.668273,100,100,100
Chrysolampus_sp_ANIC00035_0189,10.59943,100,100,98
Trypoxylon_sp_EX403,10.552714,100,100,100
Aphaenogaster_megommata_EX379,10.525669,100,100,100
Pygocryptus_erugatus_BS_UCE_Ich139,10.496164,100,100,100
Digonocryptus_narratorius_BS_UCE_Ich072,10.474036,100,98,100
Labena_grallator_BS_UCE_Ich192,10.407651,100,98,100
Pambolus_sp1_USNMENT01322600,10.37323,99,100,100
Hedycryptus_rufiopetiolatus_BS_UCE_Ich023,10.351101,100,100,100
Leptolamina_ponapenis_USNMENT01339637,10.341267,97,100,80
Magellanium_sp_USNMENT01197849,10.314221,100,94,94
Synophrus_pilulae_USNMENT00961203,10.314221,100,100,100
Aleiodes_sp1_USNMENT01322233,10.304386,100,100,99
Diachasma_muliebre_USNMENT01322592,10.284717,100,100,100
Loboscelidia_sp_EX554,10.193745,100,92,87
Ormyrus_salmanticus_JRAS06480_1789,10.176534,100,100,78
Sapyga_pumila_HPG8,10.176534,100,100,100
Xyela_bakeri_USNMENT01322230,10.115067,100,100,100
Fopius_arisanus_USNMENT01322593,10.043765,100,100,100
Rothneyia_sp_BS_UCE_Ich458,10.011802,100,100,100
Zaeucoila_robusta_USNMENT01339614,10.004426,100,100,98
Athalia_sp_USNMENT01339632,9.97738,100,100,100
Balcha_indica_USNMENT01322062,9.967545,100,43,43
Alloxysta_sp1_USNMENT01339609,9.928206,100,100,100
Schenkia_sp_BS_UCE_Ich110,9.915913,100,100,100
Charmon_sp1_USNMENT01322560,9.881491,100,100,98
Ademon_sp1_USNMENT01322504,9.874115,88,96,100
Striatovertex_sp_USNMENT00653899,9.859363,100,100,100
Nordlandiella_semirufa_USNMENT01339644,9.847069,100,100,100
Leiophron_sp1_USNMENT01322568,9.829858,100,100,100
Symphya_n_sp2_USNMENT01322254,9.802813,100,78,25
Paramblynotus_virginianus_USNMENT01339638,9.790519,100,98,52
Xyalaspis_sp_USNMENT01339604,9.768391,100,100,100
Cestrus_arcuatus_BS_UCE_Ich003,9.748721,100,100,100
Atractodes_sp_BS_UCE_Ich154,9.733969,100,100,99
Rhysipolis_sp1_USNMENT01322603,9.729052,100,100,99
Orussus_terminalis_USNMENT01339620,9.711841,100,100,100
Paraspicera_sp_USNMENT01322152,9.69463,100,100,100
Ropronia_garmani_USNMENT0653896,9.662667,100,100,100
Stigmatomma_oregonense_EX435,9.618411,100,99,99
Ganaspis_brasiliensis_USNMENT01339685,9.598741,100,100,100
Aulosaphoides_sp1_USNMENT01322583,9.596282,100,86,100
Sphecodes_persimilis_BND559,9.549567,100,100,100
Blacus_spA_USNMENT01322548,9.532356,100,100,97
Clinocentrus_sp2_USNMENT01322625,9.4881,100,100,100
Cratospila_neocirce_USNMENT01322464,9.387293,47,25,100
Glyphomerus_stigma_JRAS05562_0599,9.384835,100,100,100
Tiphia_sp_EX571,9.384835,100,100,100
Stiropius_sp_USNMENT01322624,9.370083,100,100,100
Plumarius_sp_EX550,9.335661,87,100,100
Chrysis_sp_EX561,9.325826,100,100,92
Formica_moki_T765,9.31845,100,100,100
Aulacidea_hieracii_USNMENT01322279,9.306157,100,100,100
Polystenidea_parksi_USNMENT01322620,9.288946,100,100,100
Aegilips_sp3_USNMENT01339647,9.232396,100,100,100
Oodera_sp_USNMENT01322179,9.212726,89,78,96
Sierolomorpha_sp_EX471,9.212726,92,20,99
Triraphis_sp2_USNMENT01322611,9.188139,100,100,100
Proplatygaster_sp_USNMENT01109879,9.158635,85,94,94
Manuelia_gayatina_BND1255,9.143883,100,100,100
Pararhophites_orobinus_BND1424,9.116837,99,100,100
Bruchophagus_gibbus_USNMENT01339648,9.11192,99,98,100
Sparasion_cullaris_USNMENT01322137,9.11192,100,100,100
Leucospis_affinis_USNMENT01322176,9.008655,100,78,96
Sphex_jamaicensis_EX405,8.915224,100,100,100
Dioxys_pomonae_BND1152,8.888179,100,99,100
Smicromyrmilla_sp_EX567,8.888179,100,91,100
Pompilidae_sp_EX407,8.82917,100,100,100
Phasgonophora_sulcata_USNMENT01322180,8.819335,100,100,100
Barylypa_sp_BS_UCE_Ich478,8.706235,100,100,100
Platymystax_sp_BS_UCE_Ich107,8.706235,100,100,100
Oglobinisca_sp_JRAS07790_0201,8.625098,100,100,35
Prodecatoma_cooki_USNMENT01339596,8.588218,100,100,100
Urosigalphus_sp2_USNMENT01322614,8.588218,100,100,100
Acrotaphus_wiltii_BS_UCE_Ich319,8.575924,100,100,97
Sericomyrmex_harekuli_HPG9,8.568548,100,100,100
Pachodynerus_alayoi_EX400,8.526751,100,100,100
Aulacus_burquei_USNMENT01339672,8.460366,100,100,100
Trychosis_exulans_BS_UCE_Ich097,8.438238,100,99,98
Myrmosa_sp_EX575,8.435779,91,100,100
Dolichomitus_sp_BS_UCE_Ich308,8.310386,100,100,97
Colastes_sp1_USNMENT01322617,8.305468,100,85,100
Rhytidoponera_chalybaea_T000,8.275964,100,100,100
Ctenocolletes_albomarginatus_BND1320,8.246459,99,100,100
Microctonus_sp4_USNMENT01322570,8.239083,100,100,100
Rhoophilus_loewi_USNMENT01322293,8.20712,100,100,100
Spathius_laflammei_USNMENT01322434,8.143194,99,100,100
Chlorion_aerarium_BND837,8.091562,100,100,100
Embolemidae_sp_EX483,8.071892,100,86,87
Vadumasonium_sp1_USNMENT01322618,8.062057,100,97,100
Pachymelus_peringueyi_BND986,8.054681,100,100,100
Melitta_arrogans_BND943,8.044847,100,100,100
Heriades_leavitti_EX394,8.03747,99,100,100
Colletes_dimidiatus_BND283,7.995673,100,100,100
Diospilus_sp1_USNMENT01322575,7.985838,100,100,100
Bruchodape_sp_USNMENT01322199,7.976003,100,100,99
Augochloropsis_metallica_EX397,7.971086,100,100,100
Pluto_argentifrons_EX448,7.971086,98,98,100
Neopasiphae_mirabilis_BND1312,7.956334,100,100,100
Orthocentrus_sp_BS_UCE_Ich306,7.948958,100,100,27
Scolia_verticalis_HPG11,7.924371,100,100,97
Ichneumon_bucculentus_BS_UCE_Ich233,7.904701,99,98,96
Xiphydria_maculata_USNMENT01339666,7.857986,100,90,100
Phobocampe_clisiocampae_BS_UCE_Ich344,7.840775,78,78,55
Ibalia_anceps_USNMENT00653903,7.806353,100,36,52
Chalybion_californicus_HPG12,7.796518,100,100,100
Rhopalosoma_nearcticum_EX457,7.77439,100,100,99
Opius_sp27_USNMENT01322597,7.759638,88,96,100
Linycus_exhortator_BS_UCE_Ich213,7.727675,100,100,82
Leluthia_mexicana_USNMENT01322436,7.653914,99,100,99
Phaeogenes_sp_BS_UCE_Ich212,7.634245,100,82,100
Ephuta_rufisquamis_EX573,7.560484,100,100,100
Xiphydria_maculata_USNMENT01339667,7.54819,100,90,100
Colocistis_eremi_EX558,7.506393,100,100,100
Ceroptres_sp_USNMENT01322294,7.49164,100,100,100
Pachysomoides_fulvus_BS_UCE_Ich078,7.479347,100,98,100
Eurytoma_obtusiventris_USNMENT01339653,7.457219,100,100,100
Xyalophora_sp1_USNMENT01339617,7.412962,100,100,100
Stenichneumon_culpator_BS_UCE_Ich238,7.393293,98,96,100
Alomya_debellator_BS_UCE_Ich201,7.385917,99,80,82
Helictes_sp_BS_UCE_Ich324,7.373623,100,100,99
Pulverro_boharti_BND1663,7.245771,98,98,100
Centris_rhodopus_BND615,7.243312,100,100,100
Macrorileya_nsp_USNMENT01339600,7.226101,100,100,100
Synophromorpha_sylvestris_USNMENT01322282,7.226101,100,100,100
Messatoporus_discoidalis_BS_UCE_Ich087,7.194138,100,100,100
Pogonomyrmex_occidentalis_EX377,7.184304,100,100,100
Ampulex_compressa_BND1382,7.17201,100,99,99
Sphaeropthalma_orestes_EX436,7.137589,100,100,100
Acanthaegilips_brasiliensis_USNMENT01339636,7.117919,100,100,36
Archaeoteleia_mellea_OSUC_203348,7.105625,100,100,100
Buathra_laborator_BS_UCE_Ich019,7.066286,100,100,100
Nixonia_watshami_USNMENT01109338,7.063828,100,100,100
Hartigia_trimaculata_USNMENT01339622,6.987608,100,100,100
Capicola_richtersveldensis_BND941,6.918765,100,100,100
Macropis_europaea_BND980,6.906471,100,100,100
Monodontomerus_sp2_USNMENT01322181,6.899095,100,100,100
Brachycistis_timberlakei_EX440,6.876967,100,100,100
Odontocolon_albotibiale_BS_UCE_Ich200,6.805665,100,100,100
Stenarella_insidiator_BS_UCE_Ich059,6.751574,100,100,100
Tremex_columba_USNMENT01322218,6.734363,100,90,100
Halictus_ligatus_sayi_EX395,6.726987,100,100,100
Chyphotes_mellipes_HPG7,6.692565,100,100,100
Andrena_nigroaenea_BND531,6.660602,100,100,100
Aegilips_chilensis_USNMENT01339639,6.64585,100,100,100
Scoliinae_sp_EX577,6.640932,100,100,97
Megichile_exilis_EX393,6.581924,100,100,99
Exoneura_bicolor_BND682,6.540126,100,100,100
Echthrus_reluctator_BS_UCE_Ich117,6.537667,100,100,100
Macrotera_echinocacti_BND1092,6.517998,100,100,100
Callomelitta_antipodes_BND687,6.505704,99,100,100
Sirex_noctilio_USNMENT01339665,6.503245,100,90,100
Chalcedectus_sp_USNMENT01322096,6.500787,96,94,96
Ceratina_duplex_calcarta_BND657,6.493411,100,100,100
Periclistus_sp1_USNMENT01322291,6.409815,100,100,100
Heterogyna_nocticola_BND1290,6.382769,97,100,100
Antistrophus_minor_USNMENT01322280,6.368017,100,100,100
Polistomorpha_fasciata_JRAS07624_0301,6.34343,100,78,96
Ctenoplectra_rodhaini_BND984,6.331137,100,100,100
Mutilla_sp_EX563,6.247541,100,100,100
Lanugo_schlingeri_BS_UCE_Ich015,6.237707,100,100,100
Xylocopa_virginica_BND1158,6.208202,100,100,100
Coelinius_n_sp_USNMENT01322626,6.08035,100,100,100
Diacritus_muliebris_BS_UCE_Ich311,6.001672,79,100,99
Orthogonalys_pulchella_USNMENT01322215,5.969709,100,100,100
Chryseida_sp6_USNMENT01339649,5.903324,100,100,100
Orussus_minutus_USNMENT01339621,5.878737,100,100,100
Stenamma_megamanni_EX368,5.7976,100,100,100
Janus_integer_USNMENT01339623,5.792683,100,100,100
Trachusa_larreae_BND1144,5.782848,99,100,100
Rophites_algirus_BND972,5.755803,100,100,100
Pison_chilense_BND1250,5.70417,100,100,100
Caupolicana_yarrowi_BND654,5.696794,100,100,100
Chyphotes_sp_EX553,5.677124,100,100,100
Anacharis_sp_USNMENT01339612,5.625492,100,36,52
Pristaulacus_stigmaterus_USNMENT01322229,5.544355,100,100,100
Homolobus_sp1_USNMENT01322577,5.357494,100,100,100
Lithurgus_pullatus_BND1030,5.313238,100,100,100
Heteribalia_sp_USNMENT01339673,5.185386,100,36,52
Philanthus_gibbosus_BND827,5.153423,100,100,98
Dasylabris_sp_EX559,5.119001,100,100,100
Clypeadon_haigi_BND819,5.072286,100,100,98
Thyreus_delumbatus_BND988,4.978855,100,100,100
Euryglossa_ephippiata_BND691,4.927223,100,100,100
Xorides_sp_BS_UCE_Ich309,4.917388,100,100,100
Myzinum_sp_EX576,4.878049,100,100,100
Hylaeus_elegans_BND1310,4.870673,100,100,100
Trogaspidia_sp_EX574,4.811664,100,100,100
Synergus_sp_USNMENT01322283,4.587923,100,100,100
Vulgichneumon_sp_BS_UCE_Ich207,4.563336,100,100,100
Rhopalomutilla_sp_EX564,4.484658,100,100,91
Dieunomia_nevadensis_BND1112,4.280586,100,100,100
Scrapter_heterodoxus_BND904,4.228954,100,100,100
Thyninnae_sp_EX565,4.21666,100,100,100
Ontsira_sp1_USNMENT01322565,3.845397,81,99,100
Crytea_albitrochnaterata_BS_UCE_Ich228,3.828186,95,96,100
Odontomutilla_sp_EX556,3.611821,100,100,100
Bombus_pennsylvanicus_HPG16,3.469217,100,100,100
Proscolia_sp_EX568,3.302026,100,97,99
Dasypoda_visnaga_BND977,2.859461,100,100,100
