Species,TotalMiss
Chrysolampus_sp_ANIC00035_189 ,20.1927207
Euryischomyia_sp_ANIC00102_189 ,20.2692861
Aclista_sp_USNMENT01322344 ,57.6051840
Acraspis_villosa_USNMENT01322264 ,76.8044221
Adelius_sp_nr_fasciipennis_USNMENT01322246 ,31.5300006
Ademon_sp1_USNMENT01322504 ,10.9656576
Agathis_sp1_USNMENT01322249 ,51.3977852
Agapostemon_tyleri_BND222 ,22.0788437
Alabagrus_sp3_USNMENT01322247 ,30.6280229
Amblyaspis_sp_USNMENT01223891 ,24.1853256
Amitus_sp_USNMENT01223842 ,17.7874470
Ampulex_compressa_BND1382 ,15.3821733
Andricus_lucidus_USNMENT01322256 ,23.0088330
Antistrophus_minor_USNMENT01322280 ,6.6369120
Andricus_quercusoperator_USNMENT01322298 ,22.4710079
Andrena_asteris_HPG17 ,23.6568377
Aphaereta_sp_megalops_USNMENT01322462 ,30.4375432
Aphelonix_persica_USNMENT01322296 ,59.8125082
Aphanogmus_bicolor_PSUC_FEM13632 ,15.8957217
Aphanogmus_steinitzi_PSUC_FEM17568 ,16.9620348
Aphaenogaster_megommata_EX379 ,17.3598013
Aporus_niger_HPG6 ,21.0592168
Apterogyna_sp_EX572 ,61.3232740
Aridelus_sp1_USNMENT01322471 ,16.8630600
Argochrysis_armilla_EX434 ,23.7707520
Ascogaster_provancheri_USNMENT01322454 ,16.8294459
Atrusca_bella_USNMENT00892683 ,89.6244561
Aulacidea_hieracii_USNMENT01322279 ,10.2280155
Aulacodes_nigriventris_USNMENT01322459 ,38.8728081
Austrozele_sp1_USNMENT01322441 ,18.4429214
Ausasaphes_sp_USNMENT01322072 ,26.1685559
Augochloropsis_metallica_EX397 ,16.1814413
Aylax_salviae_USNMENT01322277 ,21.6007769
Aiolomorphus_rhopaloides_USNMENT01322045 ,27.9332947
Axima_zabriskiei_USNMENT01322046 ,20.2225999
Bephratoides_sp1_USNMENT01322049 ,12.5287120
Sycophila_nsp_USNMENT01322053 ,35.4385703
Balcha_indica_USNMENT01322062 ,10.2466899
Eurytoma_sp1_USNMENT01322063 ,12.8424434
Anastatus_reduvii_USNMENT01322064 ,43.9205214
Eusandalum_sp_USNMENT01322070 ,17.4793180
Ormyrus_sp1_USNMENT01322082 ,16.8275785
Perilampus_hyalinus_USNMENT01322083 ,21.3486713
Steffanolampus_sp_USNMENT01322084 ,12.3643766
Podagrionella_sp_USNMENT01322086 ,18.5288241
Chalcedectus_sp_USNMENT01322096 ,7.0552205
Lelaps_sp_USNMENT01322099 ,11.6192646
Colotrechnus_ignotus_USNMENT01322101 ,20.7940391
Scutellista_caerulea_USNMENT01322102 ,61.5100189
Teasienna_sp_USNMENT01322107 ,32.4581225
Metapelma_sp_USNMENT01322173 ,26.7287905
Leucospis_affinis_USNMENT01322176 ,10.7975873
Brachymeria_sp_USNMENT01322177 ,18.4055725
Oodera_sp_USNMENT01322179 ,11.9236587
Phasgonophora_sulcata_USNMENT01322180 ,10.1084988
Monodontomerus_sp2_USNMENT01322181 ,7.4305776
Acanthochalcis_nigricans_USNMENT01322190 ,15.9498777
Epitranus_sp_USNMENT01322192 ,43.7094997
Haltichella_sp_USNMENT01322193 ,28.4543129
Psilochalcis_brevialata_USNMENT01322195 ,17.7090142
Bruchodape_sp_USNMENT01322199 ,8.3120133
Notaspidium_sp_USNMENT01322202 ,34.9754431
Phylloxeroxenus_sp_USNMENT01322207 ,32.5010738
