Species,TotalMiss
EB_0a ,16.052739
EB_103 ,19.763491
EB_109 ,14.448824
EB_110 ,5.803996
EB_131 ,38.996874
EB_132 ,32.153052
EB_137 ,50.951475
EB_138 ,14.856599
EB_14 ,8.237053
EB_140 ,40.179421
EB_141 ,26.981106
EB_147 ,3.785510
EB_151 ,10.975941
EB_18 ,17.982873
EB_19 ,8.651624
EB_2 ,7.679761
EB_20 ,25.084953
EB_21 ,17.194509
EB_23 ,22.386842
EB_29 ,48.667935
EB_32 ,5.436999
EB_33 ,16.630420
EB_34 ,24.874269
EB_39 ,5.810792
EB_42 ,22.332472
EB_43 ,8.841919
EB_44 ,10.092429
EB_45 ,3.540845
EB_46 ,7.985592
EB_47 ,6.911785
EB_48 ,1.590322
EB_49 ,3.996194
EB_50 ,10.024466
EB_52 ,23.093652
EB_54 ,20.470300
EB_59 ,8.413756
EB_60 ,22.563545
EB_61 ,12.423542
EB_62 ,4.995243
EB_63 ,21.183906
EB_65 ,40.403697
EB_67 ,10.873998
EB_69 ,39.404649
EB_70 ,4.804948
EB_71 ,8.583662
EB_73 ,13.143945
EB_75 ,8.998233
EB_76 ,6.170994
EB_78 ,4.594264
EB_80 ,3.466087
EB_83 ,1.916542
EB_87 ,7.394318
EB_x002 ,5.076798
EB_x187 ,7.577817
EB_x229 ,2.235966
EB_x230 ,10.017670
EB_x287 ,8.345793
T_1185 ,10.670110
T_1194 ,18.173168
T_1195 ,13.483757
T_1198 ,6.225364
T_1199 ,14.611934
T_1200 ,16.025554
T_1201 ,11.920620
EB_128 ,9.684654
EB_134 ,41.830909
EB_145 ,19.464456
EB_16 ,8.216664
EB_51 ,74.867473
EB_53 ,10.425445
EB_55 ,18.472203
EB_57 ,43.570749
EB_79 ,1.882561
EB_82 ,2.956368
EB_x045 ,2.827239
EB_x140 ,3.479679
EB_x254 ,38.045399
T_426 ,17.976077
EB_129 ,33.763762
EB_25 ,43.475601
EB_35 ,39.934756
EB_37 ,17.024602
EB_142 ,54.009787
T_1157 ,70.137284
T_1160 ,58.828327
EB_143 ,42.361017
EB_136 ,57.999184
EB_144 ,55.858366
EB_66 ,35.748267
EB_119 ,77.232568
T_1186 ,55.409814
EB_133 ,74.459698
EB_126 ,93.727063
EB_113 ,84.293870
EB_117 ,76.240315
EB_121 ,66.773141
EB_122 ,75.282044
EB_112 ,81.215169
EB_114 ,95.290200
EB_135 ,94.399891
