Species,TotalMiss
EB_0a ,33.844107
EB_103 ,22.404449
EB_109 ,33.819133
EB_110 ,22.336984
EB_131 ,65.183051
EB_132 ,50.137167
EB_137 ,62.662234
EB_138 ,34.141550
EB_14 ,11.515696
EB_140 ,58.076828
EB_141 ,58.011972
EB_147 ,12.023363
EB_151 ,22.061904
EB_18 ,35.690271
EB_19 ,18.258500
EB_2 ,17.230866
EB_20 ,57.008193
EB_21 ,56.380132
EB_23 ,56.829279
EB_29 ,49.984718
EB_32 ,14.087578
EB_33 ,19.184005
EB_34 ,25.010623
EB_39 ,25.468716
EB_42 ,45.184989
EB_43 ,21.442789
EB_44 ,23.944224
EB_45 ,15.637417
EB_46 ,21.604556
EB_47 ,15.410793
EB_48 ,19.157541
EB_49 ,16.813401
EB_50 ,20.016326
EB_52 ,29.519617
EB_54 ,42.741701
EB_59 ,30.987826
EB_60 ,42.601552
EB_61 ,34.199325
EB_62 ,31.688571
EB_63 ,61.335291
EB_65 ,58.549458
EB_67 ,33.120252
EB_69 ,50.484558
EB_70 ,29.259447
EB_71 ,30.898742
EB_73 ,30.185697
EB_75 ,33.101988
EB_76 ,21.619093
EB_78 ,25.500026
EB_80 ,15.841676
EB_83 ,11.030020
EB_87 ,13.393915
EB_x002 ,18.847424
EB_x187 ,10.292002
EB_x229 ,13.074107
EB_x230 ,24.515256
EB_x287 ,15.301581
T_1185 ,36.177438
T_1194 ,36.435744
T_1195 ,31.000872
T_1198 ,28.849437
T_1199 ,33.591391
T_1200 ,28.581066
T_1201 ,41.433768
EB_128 ,27.167277
EB_134 ,68.028522
EB_145 ,28.241131
EB_16 ,16.065318
EB_51 ,85.738354
EB_53 ,31.673662
EB_55 ,61.263726
EB_57 ,79.902790
EB_79 ,12.866493
EB_82 ,13.264203
EB_x045 ,9.966603
EB_x140 ,11.469849
EB_x254 ,49.983227
T_426 ,35.296288
EB_129 ,48.689831
EB_25 ,62.225014
EB_35 ,75.165681
EB_37 ,26.896297
EB_142 ,72.334002
T_1157 ,66.209940
T_1160 ,80.097732
EB_143 ,66.357917
EB_136 ,81.280425
EB_144 ,75.792252
EB_66 ,68.816860
EB_119 ,96.415393
T_1186 ,89.337125
EB_133 ,87.475306
EB_126 ,98.936210
EB_113 ,96.104530
EB_117 ,95.682965
EB_121 ,91.806878
EB_122 ,94.106290
EB_112 ,95.621836
EB_114 ,99.089405
EB_135 ,98.947019
