Species,TotalMiss
Acanthognathus_ocellatus_CASENT0636076 ,16.4116137
Acanthomyrmex_sp_FMNHINS0003471823 ,15.7196248
Acanthoponera_minor_CASENT0633283 ,12.5553537
Acanthostichus_serratulus_CASENT0732042 ,15.8651492
Acromyrmex_octospinosus_FMNHINS0003145509 ,22.5589986
Acropyga_sp_FMNHINS0003471605 ,13.3866107
Adelomyrmex_longinoi_CASENT0634310 ,17.9876291
Adetomyrma_caputleae_CASENT0500384 ,24.5419382
Adlerzia_froggatti_CASENT0227591 ,14.9174727
Aenictogiton_sp_CUIC000002024 ,24.9107813
Aenictus_sp_FMNHINS0003471835 ,22.5810312
Agraulomyrmex_tz01_CASENT0217051 ,92.2790478
Allomerus_octoarticulatus_FMNHINS0003145672 ,16.3974692
Amblyopone_sp_FMNHINS0003471760 ,18.7228672
Amoimyrmex_striatus_USNMENT00924113 ,88.4608689
Ampulex_compressa_CUICBND1382 ,87.0499625
Ancyridris_polyrhachioides_CASENT0106303 ,21.4932705
Aneuretus_simoni_RA0258atMCZ ,17.3576581
Anillomyrma_sp_CUIC000002091 ,29.2849449
Anochetus_mayri_FMNHINS0003165063 ,13.0876737
Protanilla_boltoni_CASENT0217032 ,22.0609516
Anonychomyrma_gilberti_FMNHINS0003145264 ,15.2161377
Anoplolepis_gracilipes_FMNHINS0003471834 ,21.8278406
Aphaenogaster_pythia_FMNHINS0003145019 ,16.1118606
Aphomomyrmex_afer_CASENT0217049 ,79.9597972
Apis_mellifera_CUIC000115660 ,48.4275207
Apomyrma_stygia_RA0120atMCZ ,45.0676756
Apterostigma_sp_FMNHINS0003145668 ,14.0141335
Aretidris_buenaventei_CASENT0106232 ,16.7110947
Atopomyrmex_mocquerysi_FMNHINS0003471580 ,16.0966282
Atta_cephalotes_FMNHINS0003145587 ,16.5772666
Axinidris_lignicola_RA0253atMCZ ,44.1371356
Azteca_trigona_FMNHINS0003165069 ,21.6883004
Bajcaridris_theryi_CASENT0235255 ,89.8807516
Basiceros_manni_INB0003621345 ,15.1130466
Blepharidatta_brasiliensis_USNMENT00439550 ,93.0112938
Bothriomyrmex_meridionalis_RA0342atMCZ ,19.8533332
Bothroponera_sp_FMNHINS0003471536 ,14.7779325
Brachycistis_timberlakei_CASENT0106315 ,48.0458932
Brachymyrmex_depilis_CASENT0106038 ,87.0570347
Brachyponera_sennaarensis_FMNHINS0003165604 ,13.7829266
Calomyrmex_sp_FMNHINS0003145024 ,14.7259790
Calyptomyrmex_sp_CUIC000115661 ,40.3170527
Camponotus_floridanus_FMNHINS0003145311 ,17.1267232
Cardiocondyla_emeryi_FMNHINS0003145316 ,22.9691869
Carebara_affinis_FMNHINS0003471657 ,17.1294433
Cataglyphis_iberica_RA0387atMCZ ,15.5776366
Cataulacus_sp_FMNHINS0003165593 ,15.9271671
Centromyrmex_brachycola_CUIC000008876 ,12.6946219
Cephalotes_varians_FMNHINS0003144775 ,13.5446474
Cerapachys_antennatus_CASENT0384548 ,16.6384685
Cheliomyrmex_megalonyx_CASENT0732024 ,18.3727927
Chrysapace_cf_jacobsoni_CASENT0391566 ,18.2090437
Chrysis_sp_USNMENT01248288 ,65.7109206
Chyphotes_sp_CASENT0501449 ,53.1153097
Cladomyrma_petalae_CASENT0235222 ,62.6494685
Colobopsis_obliqua_FMNHINS0003145306 ,18.4304584
Colobostruma_sp_RA0376atMCZ ,15.6793676
Crematogaster_ashmeadi_FMNHINS0003145329 ,14.7183627
Cryptopone_butteli_CASENT0635385 ,15.8586210
Cyatta_abscondita_USNMENT00693058 ,92.9533560
Cylindromyrmex_darlingtoni_CASENT0756069 ,19.4521211
Cyphoidris_exalta_CASENT0405993 ,15.4081755
Cyphomyrmex_minutus_FMNHINS0003144816 ,15.5667562
Dacatria_templaris_CASENT0235148 ,15.0918300
Dacetinops_sp_CUIC000115662 ,20.7411679
Daceton_armigerum_FMNHINS0003165241 ,12.7452154
Dasypoda_visnaga_CUICBND977 ,87.8814915
Diacamma_sp_FMNHINS0003165527 ,15.9513758
Dicroaspis_km01_CASENT0145951 ,14.9623541
Dilobocondyla_sp_RA0395atMCZ ,16.0517468
Dinomyrmex_gigas_FMNHINS0003471788 ,21.4045959
Dinoponera_quadriceps_RA0996atMCZ ,17.1735086
Diplomorium_longipenne_CASENT0217046 ,13.9850287
Discothyrea_horni_CASENT0636089 ,20.0102819
Dolichoderus_bispinosus_FMNHINS0003165075 ,20.6271965
Dolopomyrmex_pilatus_RA0719atMCZ ,41.6069155
Dorylus_sp_FMNHINS0003471567 ,21.2394869
Dorymyrmex_bureni_FMNHINS0003145346 ,19.3468540
Eburopone_sp_CASENT0732012 ,14.8962561
Echinopla_australis_FMNHINS0003471654 ,14.3193267
